FormName,FormFreq,Username,The people I work with have excellent knowledge of autism,"I feel that if a new person was to join the team and they disclosed they were autistic, they would be well supported and understood by others",I feel that the management of the team are constantly improving their knowledge about autism,It is easy to find information within the organisation about supporting autistic employees,There are established pathways for autistic people to seek advice and support for managing their daily work activities,The organisation has been proactive in making adjustments and providing autism awareness training for employees,I think the organisation performs better than other organisations in the sector in terms of quality of support for autistic employees,Date,ID,Average
Autistica - Organisational Culture,30,97909632,4,1,4,1,4,4,4,6/30/19,1322,3.14285714285714
Autistica - Organisational Culture,30,40268226,1,1,1,4,4,1,4,6/30/19,1323,2.28571428571429
Autistica - Organisational Culture,30,63985686,4,1,4,1,1,4,4,6/30/19,1324,2.71428571428571
Autistica - Organisational Culture,30,63237915,1,1,1,4,1,1,1,6/30/19,1325,1.42857142857143
Autistica - Organisational Culture,30,50544037,1,1,4,4,1,4,1,6/30/19,1326,2.28571428571429
Autistica - Organisational Culture,30,14286843,1,1,4,1,1,1,1,6/30/19,1327,1.42857142857143
Autistica - Organisational Culture,30,53175760,1,1,4,1,1,1,1,6/30/19,1328,1.42857142857143
Autistica - Organisational Culture,30,56361261,1,4,1,1,1,4,1,6/30/19,1329,1.85714285714286
Autistica - Organisational Culture,30,66411825,1,1,4,1,4,4,4,6/30/19,1330,2.71428571428571
Autistica - Organisational Culture,30,34060153,1,1,4,1,1,1,4,6/30/19,1331,1.85714285714286
Autistica - Organisational Culture,30,11168511,1,1,1,4,4,1,4,6/30/19,1332,2.28571428571429
Autistica - Organisational Culture,30,85920205,1,4,1,4,1,4,4,6/30/19,1333,2.71428571428571
Autistica - Organisational Culture,30,83766303,2,4,1,4,1,1,4,6/30/19,1334,2.42857142857143
Autistica - Organisational Culture,30,64793738,1,1,1,4,1,1,4,6/30/19,1335,1.85714285714286
Autistica - Organisational Culture,30,59096037,1,1,4,1,4,1,4,6/30/19,1336,2.28571428571429
Autistica - Organisational Culture,30,77773077,1,4,4,1,4,4,1,6/30/19,1337,2.71428571428571
Autistica - Organisational Culture,30,47375033,1,1,4,4,1,1,4,6/30/19,1338,2.28571428571429
Autistica - Organisational Culture,30,39847852,1,1,4,4,4,1,4,6/30/19,1339,2.71428571428571
Autistica - Organisational Culture,30,68971632,1,1,1,4,4,4,1,6/30/19,1340,2.28571428571429
Autistica - Organisational Culture,30,22090963,2,1,4,4,4,4,1,6/30/19,1341,2.85714285714286
Autistica - Organisational Culture,30,60377624,1,1,1,1,4,1,1,6/30/19,1342,1.42857142857143
Autistica - Organisational Culture,30,30738880,1,4,4,4,1,4,4,6/30/19,1343,3.14285714285714
Autistica - Organisational Culture,30,86589369,1,4,4,1,1,4,1,6/30/19,1344,2.28571428571429
Autistica - Organisational Culture,30,66155821,1,4,1,4,4,1,1,6/30/19,1345,2.28571428571429
Autistica - Organisational Culture,30,61677296,1,4,1,1,4,4,1,6/30/19,1346,2.28571428571429
Autistica - Organisational Culture,30,56419454,2,1,4,4,4,1,4,6/30/19,1347,2.85714285714286
Autistica - Organisational Culture,30,86397034,4,4,4,1,1,1,1,6/30/19,1348,2.28571428571429
Autistica - Organisational Culture,30,41455969,4,4,4,4,4,4,4,6/30/19,1349,4
Autistica - Organisational Culture,30,23394144,2,1,1,4,4,1,4,6/30/19,1350,2.42857142857143
Autistica - Organisational Culture,30,21326904,1,4,4,1,4,4,4,6/30/19,1351,3.14285714285714
Autistica - Organisational Culture,30,44980497,1,4,4,1,4,4,1,6/30/19,1352,2.71428571428571
Autistica - Organisational Culture,30,38982647,1,4,1,4,4,4,1,6/30/19,1353,2.71428571428571
Autistica - Organisational Culture,30,80484260,1,1,1,4,4,4,1,6/30/19,1354,2.28571428571429
Autistica - Organisational Culture,30,24052776,1,4,4,4,1,4,1,6/30/19,1355,2.71428571428571
Autistica - Organisational Culture,30,70538701,2,4,4,1,4,4,4,6/30/19,1356,3.28571428571429
Autistica - Organisational Culture,30,89804580,4,4,1,4,4,1,4,6/30/19,1357,3.14285714285714
Autistica - Organisational Culture,30,17191527,2,4,4,4,4,4,4,6/30/19,1358,3.71428571428571
Autistica - Organisational Culture,30,12248148,1,4,4,4,4,1,4,6/30/19,1359,3.14285714285714
Autistica - Organisational Culture,30,14567809,4,1,1,4,1,4,1,6/30/19,1360,2.28571428571429
Autistica - Organisational Culture,30,53779464,2,4,4,4,4,1,4,6/30/19,1361,3.28571428571429
Autistica - Organisational Culture,30,97777931,1,4,4,4,4,1,4,6/30/19,1362,3.14285714285714
Autistica - Organisational Culture,30,99713717,1,4,1,4,1,1,1,6/30/19,1363,1.85714285714286
Autistica - Organisational Culture,30,93466703,1,1,4,1,4,4,4,6/30/19,1364,2.71428571428571
Autistica - Organisational Culture,30,37419497,2,1,1,4,4,4,1,6/30/19,1365,2.42857142857143
Autistica - Organisational Culture,30,35358065,1,4,1,1,4,4,4,6/30/19,1366,2.71428571428571
Autistica - Organisational Culture,30,86131995,1,4,4,1,1,1,1,6/30/19,1367,1.85714285714286
Autistica - Organisational Culture,30,57180656,1,1,4,4,1,1,1,6/30/19,1368,1.85714285714286
Autistica - Organisational Culture,30,62929404,4,4,4,4,1,4,1,6/30/19,1369,3.14285714285714
Autistica - Organisational Culture,30,30901982,1,4,1,4,1,1,1,6/30/19,1370,1.85714285714286
Autistica - Organisational Culture,30,93085379,1,4,1,4,4,4,4,6/30/19,1371,3.14285714285714
Autistica - Organisational Culture,30,77431644,4,4,4,1,1,4,4,6/30/19,1372,3.14285714285714
Autistica - Organisational Culture,30,67013133,4,4,4,1,1,4,4,6/30/19,1373,3.14285714285714
Autistica - Organisational Culture,30,13838301,1,4,1,4,1,4,1,6/30/19,1374,2.28571428571429
Autistica - Organisational Culture,30,66718298,1,4,1,1,4,4,4,6/30/19,1375,2.71428571428571
Autistica - Organisational Culture,30,24641611,2,4,4,1,4,1,4,6/30/19,1376,2.85714285714286
Autistica - Organisational Culture,30,67388864,1,1,1,1,4,4,4,6/30/19,1377,2.28571428571429
Autistica - Organisational Culture,30,25055544,1,4,1,1,4,4,4,6/30/19,1378,2.71428571428571
Autistica - Organisational Culture,30,24503298,2,4,1,4,1,4,4,6/30/19,1379,2.85714285714286
Autistica - Organisational Culture,30,43928283,1,4,4,1,4,1,1,6/30/19,1380,2.28571428571429
Autistica - Organisational Culture,30,19630284,4,4,4,4,1,4,4,6/30/19,1381,3.57142857142857
Autistica - Organisational Culture,30,87042105,2,1,1,4,1,4,1,6/30/19,1382,2
Autistica - Organisational Culture,30,71593024,1,1,1,1,1,4,4,6/30/19,1383,1.85714285714286
Autistica - Organisational Culture,30,31866214,4,4,4,1,1,4,1,6/30/19,1384,2.71428571428571
Autistica - Organisational Culture,30,97162166,2,4,4,1,1,4,4,6/30/19,1385,2.85714285714286
Autistica - Organisational Culture,30,41273901,1,1,1,1,4,1,4,6/30/19,1386,1.85714285714286
Autistica - Organisational Culture,30,43440948,1,1,4,1,1,1,1,6/30/19,1387,1.42857142857143
Autistica - Organisational Culture,30,77705205,1,4,4,1,4,1,1,6/30/19,1388,2.28571428571429
Autistica - Organisational Culture,30,58358243,1,4,1,1,1,1,1,6/30/19,1389,1.42857142857143
Autistica - Organisational Culture,30,47815963,4,1,4,4,4,1,1,6/30/19,1390,2.71428571428571
Autistica - Organisational Culture,30,69828639,2,1,1,4,1,4,4,6/30/19,1391,2.42857142857143
Autistica - Organisational Culture,30,38868666,2,1,1,1,4,4,4,6/30/19,1392,2.42857142857143
Autistica - Organisational Culture,30,72888018,1,1,4,4,4,1,1,6/30/19,1393,2.28571428571429
Autistica - Organisational Culture,30,43522829,1,4,4,1,1,4,4,6/30/19,1394,2.71428571428571
Autistica - Organisational Culture,30,41811454,2,4,4,1,1,1,4,6/30/19,1395,2.42857142857143
Autistica - Organisational Culture,30,40690745,1,1,1,4,4,4,4,6/30/19,1396,2.71428571428571
Autistica - Organisational Culture,30,25057429,1,1,1,4,4,1,1,6/30/19,1397,1.85714285714286
Autistica - Organisational Culture,30,39249976,1,1,1,1,4,1,4,6/30/19,1398,1.85714285714286
Autistica - Organisational Culture,30,63410382,2,1,4,1,4,4,1,6/30/19,1399,2.42857142857143
Autistica - Organisational Culture,30,61657100,1,1,1,4,4,1,4,6/30/19,1400,2.28571428571429
Autistica - Organisational Culture,30,22222222,4,1,4,1,4,4,1,7/1/19,1401,2.71428571428571
Autistica - Organisational Culture,30,11111111,2,4,1,1,4,1,4,7/1/19,1402,2.42857142857143
Autistica - Organisational Culture,30,12077101,4,1,1,4,4,1,1,7/1/19,1403,2.28571428571429
Autistica - Organisational Culture,30,38961843,1,1,4,1,4,4,1,7/1/19,1404,2.28571428571429
Autistica - Organisational Culture,30,67611589,1,1,1,1,1,1,4,7/1/19,1405,1.42857142857143
Autistica - Organisational Culture,30,32500162,1,1,1,4,1,4,1,7/1/19,1406,1.85714285714286
Autistica - Organisational Culture,30,90705766,1,4,4,4,1,1,1,7/1/19,1407,2.28571428571429
Autistica - Organisational Culture,30,46465154,2,1,4,1,1,4,4,7/1/19,1408,2.42857142857143
Autistica - Organisational Culture,30,36480781,2,1,4,4,4,4,1,7/1/19,1409,2.85714285714286
Autistica - Organisational Culture,30,86004302,1,1,4,1,1,1,1,7/1/19,1410,1.42857142857143
Autistica - Organisational Culture,30,74046800,4,4,4,4,1,1,1,7/1/19,1411,2.71428571428571
Autistica - Organisational Culture,30,67512682,4,4,4,1,4,4,4,7/1/19,1412,3.57142857142857
Autistica - Organisational Culture,30,87436666,4,4,4,4,4,1,1,7/1/19,1413,3.14285714285714
Autistica - Organisational Culture,30,28755653,2,4,1,4,4,4,4,7/1/19,1414,3.28571428571429
Autistica - Organisational Culture,30,66722819,4,1,4,4,4,1,4,7/1/19,1415,3.14285714285714
Autistica - Organisational Culture,30,65438804,1,1,1,1,1,1,1,7/1/19,1416,1
Autistica - Organisational Culture,30,15938146,1,1,1,4,1,1,1,7/1/19,1417,1.42857142857143
Autistica - Organisational Culture,30,37603401,2,4,4,4,4,4,1,7/1/19,1418,3.28571428571429
Autistica - Organisational Culture,30,23337145,1,1,1,4,4,4,4,7/1/19,1419,2.71428571428571
Autistica - Organisational Culture,30,99599196,4,4,1,4,4,1,4,7/1/19,1420,3.14285714285714
Autistica - Organisational Culture,30,25718877,4,1,4,4,1,4,1,7/1/19,1421,2.71428571428571
Autistica - Organisational Culture,30,97909632,4,4,4,1,1,4,1,7/1/19,1422,2.71428571428571
Autistica - Organisational Culture,30,40268226,1,4,1,4,1,4,1,7/1/19,1423,2.28571428571429
Autistica - Organisational Culture,30,63985686,1,4,1,1,1,4,4,7/1/19,1424,2.28571428571429
Autistica - Organisational Culture,30,63237915,1,1,4,1,1,4,4,7/1/19,1425,2.28571428571429
Autistica - Organisational Culture,30,50544037,1,1,1,4,4,1,1,7/1/19,1426,1.85714285714286
Autistica - Organisational Culture,30,14286843,1,1,4,1,1,1,4,7/1/19,1427,1.85714285714286
Autistica - Organisational Culture,30,53175760,1,1,4,1,4,4,4,7/1/19,1428,2.71428571428571
Autistica - Organisational Culture,30,56361261,1,1,1,4,1,4,1,7/1/19,1429,1.85714285714286
Autistica - Organisational Culture,30,66411825,4,4,4,1,4,4,1,7/1/19,1430,3.14285714285714
Autistica - Organisational Culture,30,34060153,4,1,1,4,4,1,4,7/1/19,1431,2.71428571428571
Autistica - Organisational Culture,30,11168511,1,1,1,1,1,1,1,7/1/19,1432,1
Autistica - Organisational Culture,30,85920205,1,1,4,4,1,4,1,7/1/19,1433,2.28571428571429
Autistica - Organisational Culture,30,83766303,1,4,1,4,1,1,1,7/1/19,1434,1.85714285714286
Autistica - Organisational Culture,30,64793738,4,1,4,1,4,4,4,7/1/19,1435,3.14285714285714
Autistica - Organisational Culture,30,59096037,4,1,1,4,1,4,1,7/1/19,1436,2.28571428571429
Autistica - Organisational Culture,30,77773077,4,4,4,4,1,1,4,7/1/19,1437,3.14285714285714
Autistica - Organisational Culture,30,47375033,1,1,1,1,1,4,1,7/1/19,1438,1.42857142857143
Autistica - Organisational Culture,30,39847852,2,4,1,1,4,1,4,7/1/19,1439,2.42857142857143
Autistica - Organisational Culture,30,68971632,1,1,4,1,1,4,1,7/1/19,1440,1.85714285714286
Autistica - Organisational Culture,30,22090963,1,1,1,4,1,4,4,7/1/19,1441,2.28571428571429
Autistica - Organisational Culture,30,60377624,2,4,1,1,1,1,1,7/1/19,1442,1.57142857142857
Autistica - Organisational Culture,30,30738880,1,1,4,4,1,4,4,7/1/19,1443,2.71428571428571
Autistica - Organisational Culture,30,86589369,4,1,1,1,1,1,4,7/1/19,1444,1.85714285714286
Autistica - Organisational Culture,30,66155821,1,1,1,1,4,1,4,7/1/19,1445,1.85714285714286
Autistica - Organisational Culture,30,61677296,4,1,1,1,4,4,4,7/1/19,1446,2.71428571428571
Autistica - Organisational Culture,30,56419454,1,1,4,4,1,4,4,7/1/19,1447,2.71428571428571
Autistica - Organisational Culture,30,86397034,2,4,1,4,4,1,4,7/1/19,1448,2.85714285714286
Autistica - Organisational Culture,30,41455969,1,4,4,1,1,4,4,7/1/19,1449,2.71428571428571
Autistica - Organisational Culture,30,23394144,4,1,4,4,1,1,1,7/1/19,1450,2.28571428571429
Autistica - Organisational Culture,30,21326904,4,1,4,1,1,1,4,7/1/19,1451,2.28571428571429
Autistica - Organisational Culture,30,44980497,2,4,1,4,4,4,4,7/1/19,1452,3.28571428571429
Autistica - Organisational Culture,30,38982647,1,4,4,4,4,4,1,7/1/19,1453,3.14285714285714
Autistica - Organisational Culture,30,80484260,1,1,1,1,4,4,1,7/1/19,1454,1.85714285714286
Autistica - Organisational Culture,30,24052776,1,1,4,1,1,4,1,7/1/19,1455,1.85714285714286
Autistica - Organisational Culture,30,70538701,2,1,1,4,4,4,4,7/1/19,1456,2.85714285714286
Autistica - Organisational Culture,30,89804580,4,1,1,1,1,1,4,7/1/19,1457,1.85714285714286
Autistica - Organisational Culture,30,17191527,2,1,4,1,1,1,4,7/1/19,1458,2
Autistica - Organisational Culture,30,12248148,1,1,1,4,4,4,1,7/1/19,1459,2.28571428571429
Autistica - Organisational Culture,30,14567809,2,1,1,4,4,4,4,7/1/19,1460,2.85714285714286
Autistica - Organisational Culture,30,53779464,4,1,1,4,1,1,4,7/1/19,1461,2.28571428571429
Autistica - Organisational Culture,30,97777931,2,1,4,4,4,1,1,7/1/19,1462,2.42857142857143
Autistica - Organisational Culture,30,99713717,1,1,1,1,1,4,1,7/1/19,1463,1.42857142857143
Autistica - Organisational Culture,30,93466703,2,4,1,1,1,1,1,7/1/19,1464,1.57142857142857
Autistica - Organisational Culture,30,37419497,2,4,4,4,4,1,1,7/1/19,1465,2.85714285714286
Autistica - Organisational Culture,30,35358065,2,1,4,4,4,1,1,7/1/19,1466,2.42857142857143
Autistica - Organisational Culture,30,86131995,2,4,1,1,1,4,4,7/1/19,1467,2.42857142857143
Autistica - Organisational Culture,30,57180656,1,4,1,4,1,1,4,7/1/19,1468,2.28571428571429
Autistica - Organisational Culture,30,62929404,1,4,1,4,4,4,1,7/1/19,1469,2.71428571428571
Autistica - Organisational Culture,30,30901982,4,1,1,1,1,4,4,7/1/19,1470,2.28571428571429
Autistica - Organisational Culture,30,93085379,1,1,1,4,1,1,4,7/1/19,1471,1.85714285714286
Autistica - Organisational Culture,30,77431644,4,1,4,1,4,4,4,7/1/19,1472,3.14285714285714
Autistica - Organisational Culture,30,67013133,1,1,1,4,1,1,1,7/1/19,1473,1.42857142857143
Autistica - Organisational Culture,30,13838301,4,4,4,4,1,1,4,7/1/19,1474,3.14285714285714
Autistica - Organisational Culture,30,66718298,4,1,1,1,1,1,1,7/1/19,1475,1.42857142857143
Autistica - Organisational Culture,30,24641611,1,4,4,4,1,1,4,7/1/19,1476,2.71428571428571
Autistica - Organisational Culture,30,67388864,1,4,1,1,4,1,4,7/1/19,1477,2.28571428571429
Autistica - Organisational Culture,30,25055544,4,1,4,4,1,1,1,7/1/19,1478,2.28571428571429
Autistica - Organisational Culture,30,24503298,2,1,1,1,4,4,4,7/1/19,1479,2.42857142857143
Autistica - Organisational Culture,30,43928283,1,1,4,1,4,1,4,7/1/19,1480,2.28571428571429
Autistica - Organisational Culture,30,19630284,4,1,1,4,1,1,1,7/1/19,1481,1.85714285714286
Autistica - Organisational Culture,30,87042105,2,4,4,1,4,4,4,7/1/19,1482,3.28571428571429
Autistica - Organisational Culture,30,71593024,1,4,4,1,1,4,4,7/1/19,1483,2.71428571428571
Autistica - Organisational Culture,30,31866214,1,4,4,4,1,1,1,7/1/19,1484,2.28571428571429
Autistica - Organisational Culture,30,97162166,2,4,1,1,1,1,4,7/1/19,1485,2
Autistica - Organisational Culture,30,41273901,4,1,1,1,4,1,4,7/1/19,1486,2.28571428571429
Autistica - Organisational Culture,30,43440948,1,4,1,4,4,1,1,7/1/19,1487,2.28571428571429
Autistica - Organisational Culture,30,77705205,2,4,1,4,1,4,4,7/1/19,1488,2.85714285714286
Autistica - Organisational Culture,30,58358243,1,4,1,1,1,1,1,7/1/19,1489,1.42857142857143
Autistica - Organisational Culture,30,47815963,2,1,1,1,4,4,1,7/1/19,1490,2
Autistica - Organisational Culture,30,69828639,4,1,1,1,1,1,1,7/1/19,1491,1.42857142857143
Autistica - Organisational Culture,30,38868666,2,1,1,4,4,4,1,7/1/19,1492,2.42857142857143
Autistica - Organisational Culture,30,72888018,2,4,4,4,1,4,1,7/1/19,1493,2.85714285714286
Autistica - Organisational Culture,30,43522829,4,4,1,4,1,1,4,7/1/19,1494,2.71428571428571
Autistica - Organisational Culture,30,41811454,1,4,4,1,1,4,4,7/1/19,1495,2.71428571428571
Autistica - Organisational Culture,30,40690745,2,1,1,4,4,1,4,7/1/19,1496,2.42857142857143
Autistica - Organisational Culture,30,25057429,1,4,1,1,4,4,4,7/1/19,1497,2.71428571428571
Autistica - Organisational Culture,30,39249976,2,4,1,1,1,1,4,7/1/19,1498,2
Autistica - Organisational Culture,30,63410382,4,4,1,4,4,4,4,7/1/19,1499,3.57142857142857
Autistica - Organisational Culture,30,61657100,2,1,1,4,1,4,4,7/1/19,1500,2.42857142857143
Autistica - Organisational Culture,30,22222222,2,4,1,1,4,4,1,7/10/19,1501,2.42857142857143
Autistica - Organisational Culture,30,11111111,2,4,4,1,1,4,4,7/10/19,1502,2.85714285714286
Autistica - Organisational Culture,30,12077101,2,1,1,1,4,1,1,7/10/19,1503,1.57142857142857
Autistica - Organisational Culture,30,38961843,4,1,1,1,4,4,4,7/10/19,1504,2.71428571428571
Autistica - Organisational Culture,30,67611589,4,1,1,1,1,4,1,7/10/19,1505,1.85714285714286
Autistica - Organisational Culture,30,32500162,2,1,4,1,1,1,4,7/10/19,1506,2
Autistica - Organisational Culture,30,90705766,4,4,1,1,4,1,1,7/10/19,1507,2.28571428571429
Autistica - Organisational Culture,30,46465154,1,1,4,1,4,1,4,7/10/19,1508,2.28571428571429
Autistica - Organisational Culture,30,36480781,4,4,1,1,1,4,4,7/10/19,1509,2.71428571428571
Autistica - Organisational Culture,30,86004302,1,4,1,1,1,4,1,7/10/19,1510,1.85714285714286
Autistica - Organisational Culture,30,74046800,1,1,4,4,4,4,4,7/10/19,1511,3.14285714285714
Autistica - Organisational Culture,30,67512682,1,1,4,4,1,4,4,7/10/19,1512,2.71428571428571
Autistica - Organisational Culture,30,87436666,1,4,4,4,1,4,1,7/10/19,1513,2.71428571428571
Autistica - Organisational Culture,30,28755653,2,4,1,1,1,4,1,7/10/19,1514,2
Autistica - Organisational Culture,30,66722819,2,4,4,1,1,4,4,7/10/19,1515,2.85714285714286
Autistica - Organisational Culture,30,65438804,2,1,1,1,4,1,1,7/10/19,1516,1.57142857142857
Autistica - Organisational Culture,30,15938146,4,4,4,1,4,4,4,7/10/19,1517,3.57142857142857
Autistica - Organisational Culture,30,37603401,1,1,1,4,4,1,1,7/10/19,1518,1.85714285714286
Autistica - Organisational Culture,30,23337145,1,4,1,4,1,1,4,7/10/19,1519,2.28571428571429
Autistica - Organisational Culture,30,99599196,4,1,4,1,4,1,4,7/10/19,1520,2.71428571428571
Autistica - Organisational Culture,30,25718877,1,4,4,1,4,4,1,7/10/19,1521,2.71428571428571
Autistica - Organisational Culture,30,97909632,1,4,4,1,1,4,4,7/10/19,1522,2.71428571428571
Autistica - Organisational Culture,30,40268226,1,4,4,4,4,1,1,7/10/19,1523,2.71428571428571
Autistica - Organisational Culture,30,63985686,1,4,1,4,1,1,4,7/10/19,1524,2.28571428571429
Autistica - Organisational Culture,30,63237915,4,4,1,4,1,4,4,7/10/19,1525,3.14285714285714
Autistica - Organisational Culture,30,50544037,2,4,1,4,4,4,1,7/10/19,1526,2.85714285714286
Autistica - Organisational Culture,30,14286843,2,4,1,4,4,1,4,7/10/19,1527,2.85714285714286
Autistica - Organisational Culture,30,53175760,1,1,4,1,4,4,4,7/10/19,1528,2.71428571428571
Autistica - Organisational Culture,30,56361261,2,4,4,1,4,4,1,7/10/19,1529,2.85714285714286
Autistica - Organisational Culture,30,66411825,1,1,4,1,4,4,1,7/10/19,1530,2.28571428571429
Autistica - Organisational Culture,30,34060153,1,4,1,1,1,4,1,7/10/19,1531,1.85714285714286
Autistica - Organisational Culture,30,11168511,1,1,1,1,1,1,4,7/10/19,1532,1.42857142857143
Autistica - Organisational Culture,30,85920205,4,1,1,4,4,1,1,7/10/19,1533,2.28571428571429
Autistica - Organisational Culture,30,83766303,4,4,4,4,4,1,1,7/10/19,1534,3.14285714285714
Autistica - Organisational Culture,30,64793738,1,1,1,4,1,1,4,7/10/19,1535,1.85714285714286
Autistica - Organisational Culture,30,59096037,1,1,1,1,1,4,1,7/10/19,1536,1.42857142857143
Autistica - Organisational Culture,30,77773077,1,4,4,4,4,4,1,7/10/19,1537,3.14285714285714
Autistica - Organisational Culture,30,47375033,2,1,4,4,4,1,1,7/10/19,1538,2.42857142857143
Autistica - Organisational Culture,30,39847852,2,1,1,4,4,4,1,7/10/19,1539,2.42857142857143
Autistica - Organisational Culture,30,68971632,1,4,1,4,4,1,4,7/10/19,1540,2.71428571428571
Autistica - Organisational Culture,30,22090963,1,4,1,4,4,4,1,7/10/19,1541,2.71428571428571
Autistica - Organisational Culture,30,60377624,1,1,4,4,1,4,1,7/10/19,1542,2.28571428571429
Autistica - Organisational Culture,30,30738880,1,4,4,4,4,4,4,7/10/19,1543,3.57142857142857
Autistica - Organisational Culture,30,86589369,1,1,1,4,1,4,4,7/10/19,1544,2.28571428571429
Autistica - Organisational Culture,30,66155821,1,4,4,1,4,4,4,7/10/19,1545,3.14285714285714
Autistica - Organisational Culture,30,61677296,1,4,4,1,1,4,4,7/10/19,1546,2.71428571428571
Autistica - Organisational Culture,30,56419454,4,1,4,1,1,1,4,7/10/19,1547,2.28571428571429
Autistica - Organisational Culture,30,86397034,4,4,1,1,1,4,1,7/10/19,1548,2.28571428571429
Autistica - Organisational Culture,30,41455969,2,4,4,4,4,1,1,7/10/19,1549,2.85714285714286
Autistica - Organisational Culture,30,23394144,2,4,1,1,4,1,4,7/10/19,1550,2.42857142857143
Autistica - Organisational Culture,30,21326904,2,1,1,1,1,4,4,7/10/19,1551,2
Autistica - Organisational Culture,30,44980497,2,1,1,1,4,1,1,7/10/19,1552,1.57142857142857
Autistica - Organisational Culture,30,38982647,4,1,1,1,4,4,1,7/10/19,1553,2.28571428571429
Autistica - Organisational Culture,30,80484260,4,1,4,1,1,1,1,7/10/19,1554,1.85714285714286
Autistica - Organisational Culture,30,24052776,1,1,1,1,1,1,4,7/10/19,1555,1.42857142857143
Autistica - Organisational Culture,30,70538701,2,1,1,1,1,1,1,7/10/19,1556,1.14285714285714
Autistica - Organisational Culture,30,89804580,2,1,1,4,4,4,1,7/10/19,1557,2.42857142857143
Autistica - Organisational Culture,30,17191527,1,4,1,4,4,1,4,7/10/19,1558,2.71428571428571
Autistica - Organisational Culture,30,12248148,2,4,4,1,1,1,4,7/10/19,1559,2.42857142857143
Autistica - Organisational Culture,30,14567809,1,1,1,1,4,1,1,7/10/19,1560,1.42857142857143
Autistica - Organisational Culture,30,53779464,2,1,4,1,1,4,1,7/10/19,1561,2
Autistica - Organisational Culture,30,97777931,4,1,1,1,1,1,4,7/10/19,1562,1.85714285714286
Autistica - Organisational Culture,30,99713717,2,1,1,4,1,4,4,7/10/19,1563,2.42857142857143
Autistica - Organisational Culture,30,93466703,2,1,1,4,4,1,1,7/10/19,1564,2
Autistica - Organisational Culture,30,37419497,2,1,4,1,4,4,1,7/10/19,1565,2.42857142857143
Autistica - Organisational Culture,30,35358065,1,4,4,1,1,1,4,7/10/19,1566,2.28571428571429
Autistica - Organisational Culture,30,86131995,1,4,1,4,1,1,1,7/10/19,1567,1.85714285714286
Autistica - Organisational Culture,30,57180656,1,4,1,1,1,1,1,7/10/19,1568,1.42857142857143
Autistica - Organisational Culture,30,62929404,2,1,1,1,4,4,1,7/10/19,1569,2
Autistica - Organisational Culture,30,30901982,1,1,1,4,4,4,1,7/10/19,1570,2.28571428571429
Autistica - Organisational Culture,30,93085379,1,1,1,4,1,1,1,7/10/19,1571,1.42857142857143
Autistica - Organisational Culture,30,77431644,4,4,1,1,4,4,1,7/10/19,1572,2.71428571428571
Autistica - Organisational Culture,30,67013133,1,4,1,4,1,1,1,7/10/19,1573,1.85714285714286
Autistica - Organisational Culture,30,13838301,2,4,4,4,1,4,4,7/10/19,1574,3.28571428571429
Autistica - Organisational Culture,30,66718298,1,4,4,1,4,4,4,7/10/19,1575,3.14285714285714
Autistica - Organisational Culture,30,24641611,2,1,1,4,1,1,4,7/10/19,1576,2
Autistica - Organisational Culture,30,67388864,2,1,4,4,1,4,4,7/10/19,1577,2.85714285714286
Autistica - Organisational Culture,30,25055544,1,1,4,4,1,4,4,7/10/19,1578,2.71428571428571
Autistica - Organisational Culture,30,24503298,1,4,1,1,1,1,4,7/10/19,1579,1.85714285714286
Autistica - Organisational Culture,30,43928283,1,4,1,1,4,1,4,7/10/19,1580,2.28571428571429
Autistica - Organisational Culture,30,19630284,2,4,1,4,1,4,1,7/10/19,1581,2.42857142857143
Autistica - Organisational Culture,30,87042105,2,4,1,1,4,1,1,7/10/19,1582,2
Autistica - Organisational Culture,30,71593024,4,4,1,4,1,1,1,7/10/19,1583,2.28571428571429
Autistica - Organisational Culture,30,31866214,2,1,4,4,4,4,1,7/10/19,1584,2.85714285714286
Autistica - Organisational Culture,30,97162166,4,1,4,1,4,4,1,7/10/19,1585,2.71428571428571
Autistica - Organisational Culture,30,41273901,2,4,1,1,1,4,4,7/10/19,1586,2.42857142857143
Autistica - Organisational Culture,30,43440948,1,4,4,1,1,1,4,7/10/19,1587,2.28571428571429
Autistica - Organisational Culture,30,77705205,1,1,4,1,4,1,1,7/10/19,1588,1.85714285714286
Autistica - Organisational Culture,30,58358243,2,4,4,1,1,4,1,7/10/19,1589,2.42857142857143
Autistica - Organisational Culture,30,47815963,1,1,4,4,4,4,1,7/10/19,1590,2.71428571428571
Autistica - Organisational Culture,30,69828639,4,4,1,4,4,1,4,7/10/19,1591,3.14285714285714
Autistica - Organisational Culture,30,38868666,4,1,1,4,4,4,1,7/10/19,1592,2.71428571428571
Autistica - Organisational Culture,30,72888018,1,4,4,4,4,1,4,7/10/19,1593,3.14285714285714
Autistica - Organisational Culture,30,43522829,4,1,4,1,4,1,1,7/10/19,1594,2.28571428571429
Autistica - Organisational Culture,30,41811454,1,1,4,4,1,1,1,7/10/19,1595,1.85714285714286
Autistica - Organisational Culture,30,40690745,4,1,4,4,4,1,1,7/10/19,1596,2.71428571428571
Autistica - Organisational Culture,30,25057429,4,4,1,1,4,4,1,7/10/19,1597,2.71428571428571
Autistica - Organisational Culture,30,39249976,4,4,4,1,1,1,4,7/10/19,1598,2.71428571428571
