FormName,FormFreq,Username,Q1,Q2,Q3,Q4,Q5,Date,ID
Autistica - Adjustments,7,36480781,I'm really sensitive to noise and asked to be seated away from the kitchen but this was refused,I have reduced the arguments I have with people,I've not had much success asking for the following: Flexible deadlines,I watched a film about: low income and employment for autistic people,Not sure what to say,5/30/19,1009
Autistica - Adjustments,7,86004302,I don’t like cookies but my team keeps celebrating cookies,I feel really depressed that I have only been told that I have failed,Examples of good adjustments include: Weekly plan with manager,I read a newspaper article about: difficulty in switching between tasks,Really enjoying this app,5/30/19,1010
Autistica - Adjustments,7,74046800,I love my manager's work ethic because they get the best out of me but I don’t like to be made the centre of attention when I am successful,I managed my anxiety before a big presentation better,Here are some things that have helped Minimise meeting attendance,I saw a story about a: a cyber hacker,I'm finding this app sort of helpful,5/30/19,1011
Autistica - Adjustments,7,67512682,We had an overnight hackathon and there were not enough vegan options,I have felt less depressed,I would like to have more of: Avoiding physical contact if requested (e.g. no handshakes),I read a newspaper article about: a mathematic genius,I'm finding this app sort of helpful,5/30/19,1012
Autistica - Adjustments,7,87436666,My manager often criticises me,I was successufl in extending my contract,Here are some things that have helped Written questions for job interviews and circulated ahead of time,My friend told me about another friend who said that:  low income and employment for autistic people,I'm finding this app sort of helpful,5/30/19,1013
Autistica - Adjustments,7,28755653,I was distracted by the patterns on the walls of my office but no one understands why they are distracting for me,I was able to network well this week which I usually struggle with,Some things which I have tried are: Minimise away days,I read a newspaper article about: bad parenting,Not sure what to say,5/30/19,1014
Autistica - Adjustments,7,66722819,I don’t like cookies but my team keeps celebrating cookies,I worked in the quite room and that was very productive,I would like to have more of: One questions at a time,I read a newspaper article about: low income and employment for autistic people,Really enjoying this app,5/30/19,1015
Autistica - Adjustments,7,65438804,I don’t like cookies but my team keeps celebrating cookies,I was successufl in extending my contract,I would like to have more of: More time for tasks,My friend told me about another friend who said that:  a mathematic genius,Visualisations are nice,5/30/19,1016
Autistica - Adjustments,7,15938146,Not sure what to say,I ate less gluten which is harder than it sounds,I've not had much success asking for the following: Trialling workspace before starting,My friend told me about another friend who said that:  bad parenting,I can’t think of any right now,5/30/19,1017
Autistica - Adjustments,7,37603401,Every birthday my office buys me cake but I don't eat cake,My typing speed has increased a lot,I've not had much success asking for the following: Remote working option,My friend told me about another friend who said that:  superior focus,I can’t think of any right now,5/30/19,1018
Autistica - Adjustments,7,23337145,People start working too early in the morning and my request to start later was refused,I ate less gluten which is harder than it sounds,I have tried the following: Training staff on neurodiversity and specific needs,I watched a film about: a cyber hacker,I think there should be more research in to employment opportunities,5/30/19,1019
Autistica - Adjustments,7,99599196,I love my manager's work ethic because they get the best out of me but I don’t like to be made the centre of attention when I am successful,I feel really depressed that I have only been told that I have failed,I have requested this: Communication devices (e.g. a slider on desk to indicate when working from home).,I read a newspaper article about: difficulty in switching between tasks,Not sure what to say,5/30/19,1020
Autistica - Adjustments,7,25718877,My manager sucks,I have felt less depressed,What has really helped is: Laptop stand (neck and back support),I saw a story about a: a mathematic genius,I would like to upgrade this app,5/30/19,1021
Autistica - Adjustments,7,97909632,I had to do training on fire and safety even though I completed three months ago,I ate less gluten which is harder than it sounds,Here are some things that have helped Avoid working in areas with fluorescent strip lighting,My friend told me about another friend who said that:  a mathematic genius,Visualisations are nice,5/30/19,1022
Autistica - Adjustments,7,40268226,I had to do training on fire and safety even though I completed three months ago,I have successfully managed a team to complete a project,Some things which I have tried are: Reduced overnight stays,I read a newspaper article about: difficulty in switching between tasks,Visualisations are nice,5/30/19,1023
Autistica - Adjustments,7,63985686,I've asked my co-workers not to wear so much perfume and it makes me feel queasy but they have refused,Not many successes to report unfortunately ,Here are some things that have helped More patience and flexibility from colleagues regarding misunderstandings.,My friend told me about another friend who said that:  a mathematic genius,Nope,5/30/19,1024
Autistica - Adjustments,7,63237915,I wasn't sure what to wear to a social event but in the end my chicken costume was perfect for the clients,I have more confidence in meetings,I've not had much success asking for the following: Using an internal advocate who can communicate on behalf of the employee,I watched a film about: superior focus,Nope,5/30/19,1025
Autistica - Adjustments,7,50544037,We always have misunderstandings in communication but despite trying to adjust for my manager I do not feel they are really adjusting for me. ,I haven’t had any success,Some things which I have tried are: Changing to part time work,I saw a story about a: a mathematic genius,I'm finding this app sort of helpful,5/30/19,1026
Autistica - Adjustments,7,14286843,Not sure what to say,I was successful in factoring in enough time to arrive at meetings without feeling flushed,Here are some things that have helped Handouts in advance of training/ presentations,I read a newspaper article about: a mathematic genius,I think there should be more research in to employment opportunities,5/30/19,1027
Autistica - Adjustments,7,53175760,Every birthday my office buys me cake but I don't eat cake,I had a meeting with my boss to change the lighting and it was changed,Some things which I have tried are: A team culture of quieter lunchtime conversations,My friend told me about another friend who said that:  a cyber hacker,Really enjoying this app,5/30/19,1028
Autistica - Adjustments,7,56361261,Not sure what to say,I was successful in factoring in enough time to arrive at meetings without feeling flushed,What has really helped is: Communication devices (e.g. a slider on desk to indicate when working from home).,I saw a story about a: low income and employment for autistic people,Visualisations are nice,5/30/19,1029
Autistica - Adjustments,7,66411825,Communication is not happening the way I have requested,I was able to network well this week which I usually struggle with,Here are some things that have helped Online accessible resources about getting up to speed in a new role,I read a newspaper article about: a cyber hacker,Visualisations are nice,5/30/19,1030
Autistica - Adjustments,7,34060153,We always have misunderstandings in communication but despite trying to adjust for my manager I do not feel they are really adjusting for me. ,I use dmy noise cancelling headphones really well,I've not had much success asking for the following: Reduced overnight stays,My friend told me about another friend who said that:  a mathematic genius,Nope,5/30/19,1031
Autistica - Adjustments,7,11168511,Every birthday my office buys me cake but I don't eat cake,I worked in the quite room and that was very productive,I have requested this: Relaxed obligations to social commitments,I read a newspaper article about: difficulty in switching between tasks,Really enjoying this app,5/30/19,1032
Autistica - Adjustments,7,85920205,My manager sucks,I have been told that I have had a successful week but I really don’t understand why. It would be helpful if people told me about why so that I could replicate it,Some things which I have tried are: Online accessible resources about getting up to speed in a new role,I watched a film about: superior focus,I think there should be more research in to employment opportunities,5/30/19,1033
Autistica - Adjustments,7,83766303,I asked for deadlines but I was not given them. ,I managed my anxiety before a big presentation better,I've not had much success asking for the following: Minimising public-facing responsibilities,I read a newspaper article about: a mathematic genius,I think there should be better pathways to requesting adjustments,5/30/19,1034
Autistica - Adjustments,7,64793738,I wasn't sure what to wear to a social event but in the end my chicken costume was perfect for the clients,Not many successes to report unfortunately ,Some things which I have tried are: Clear signage throughout building and designated quiet areas,I saw a story about a: superior focus,I think there should be more research in to employment opportunities,5/30/19,1035
Autistica - Adjustments,7,59096037,"Communciation styles are where there are misunderstnadings. I am an introvert, they are an extrovert",I was successful in factoring in enough time to arrive at meetings without feeling flushed,What has really helped is: Specifying clear action points in emails so that recipients understand what is being asked of them,My friend told me about another friend who said that:  excellent autistic creativity,I think there should be more research in to employment opportunities,5/30/19,1036
Autistica - Adjustments,7,77773077,I don’t like cookies but my team keeps celebrating cookies,I was successful in meeting my deadlines,Here are some things that have helped Minimising public-facing responsibilities,I read a newspaper article about: excellent autistic creativity,I would like to upgrade this app,5/30/19,1037
Autistica - Adjustments,7,47375033,We always have misunderstandings in communication but despite trying to adjust for my manager I do not feel they are really adjusting for me. ,I was able to network well this week which I usually struggle with,Examples of good adjustments include: Minimising phone-call meetings,I saw a story about a: a cyber hacker,I think there should be better pathways to requesting adjustments,5/30/19,1038
Autistica - Adjustments,7,39847852,My manager sucks,I use dmy noise cancelling headphones really well,Some things which I have tried are: Repositioning of desk (e.g. in corner to avoid being startled),I read a newspaper article about: low income and employment for autistic people,I would like to upgrade this app,5/30/19,1039
Autistica - Adjustments,7,68971632,I had to do training on fire and safety even though I completed three months ago,I changed the way I work and it has led to more prodcutivity,I've not had much success asking for the following: Consistent job duties,My friend told me about another friend who said that:  difficulty in switching between tasks,I would like to upgrade this app,5/30/19,1040
Autistica - Adjustments,7,22090963,Sometime people misread my facial expressions,I have felt less depressed,I have tried the following: Avoiding unnecessary metaphorical and idiomatic language.,My friend told me about another friend who said that:  difficulty in switching between tasks,I can’t think of any right now,5/30/19,1041
Autistica - Adjustments,7,60377624,I wasn't sure what to wear to a social event but in the end my chicken costume was perfect for the clients,I worked in the quite room and that was very productive,Some things which I have tried are: Clear signage throughout building and designated quiet areas,My friend told me about another friend who said that:  difficulty in switching between tasks,I can’t think of any right now,5/30/19,1042
Autistica - Adjustments,7,30738880,I asked for instructions to be written down but they are still provided verbally,I enjoyed my work this week,Examples of good adjustments include: A team culture of not eating lunch at desks,I watched a film about: a mathematic genius,I can’t think of any right now,5/30/19,1043
Autistica - Adjustments,7,86589369,Communication is not happening the way I have requested,I had a meeting with my boss to change the lighting and it was changed,I've not had much success asking for the following: Clear signage throughout building and designated quiet areas,I watched a film about: excellent autistic creativity,Visualisations are nice,5/30/19,1044
Autistica - Adjustments,7,66155821,My manager sucks,I have successfully managed a team to complete a project,I would like to have more of: Software to improve accessibility (e.g. screen reader),My friend told me about another friend who said that:  a mathematic genius,Nope,5/30/19,1045
Autistica - Adjustments,7,61677296,I don’t like cookies but my team keeps celebrating cookies,I ate less gluten which is harder than it sounds,Some things which I have tried are: Consistent job duties,I watched a film about: a cyber hacker,I would like to upgrade this app,5/30/19,1046
Autistica - Adjustments,7,56419454,I don’t like cookies but my team keeps celebrating cookies,I was successful in factoring in enough time to arrive at meetings without feeling flushed,I have requested this: Site blocker software to avoid internet distractions,My friend told me about another friend who said that:  a cyber hacker,Really enjoying this app,5/30/19,1047
Autistica - Adjustments,7,86397034,I'm really sensitive to noise and asked to be seated away from the kitchen but this was refused,I was successful in factoring in enough time to arrive at meetings without feeling flushed,Some things which I have tried are: Fast response to malfunctioning equipment (e.g. flashing light),My friend told me about another friend who said that:  excellent autistic creativity,I'm finding this app sort of helpful,5/30/19,1048
Autistica - Adjustments,7,41455969,I asked for instructions to be written down but they are still provided verbally,I taught my coworkers to use this app,I've not had much success asking for the following: Working near familiar and understanding colleagues,My friend told me about another friend who said that:  low income and employment for autistic people,I would like to upgrade this app,5/30/19,1049
Autistica - Adjustments,7,23394144,We always have misunderstandings in communication but despite trying to adjust for my manager I do not feel they are really adjusting for me. ,I had a meeting with my boss to change the lighting and it was changed,What has really helped is: Remote working option,I watched a film about: excellent autistic creativity,Not sure what to say,5/30/19,1050
Autistica - Adjustments,7,21326904,"Communciation styles are where there are misunderstnadings. I am an introvert, they are an extrovert",I taught my coworkers to use this app,I have requested this: A team culture of quieter lunchtime conversations,I saw a story about a: a cyber hacker,Not sure what to say,5/30/19,1051
Autistica - Adjustments,7,44980497,Sometime people misread my facial expressions,I changed the way I work and it has led to more prodcutivity,Examples of good adjustments include: More time for tasks,I saw a story about a: excellent autistic creativity,I'm finding this app sort of helpful,5/30/19,1052
Autistica - Adjustments,7,38982647,I asked for deadlines but I was not given them. ,I was praised by my coworkers but not my manager,I have requested this: Specifying clear action points in emails so that recipients understand what is being asked of them,I saw a story about a: superior focus,Nope,5/30/19,1053
Autistica - Adjustments,7,80484260,My manager sucks,I worked in the quite room and that was very productive,I have requested this: Noise-cancelling headphones,I watched a film about: excellent autistic creativity,Really enjoying this app,5/30/19,1054
Autistica - Adjustments,7,24052776,I asked for deadlines but I was not given them. ,I was successful in factoring in enough time to arrive at meetings without feeling flushed,I would like to have more of: Widespread training on neurodiversity,My friend told me about another friend who said that:  bad parenting,Visualisations are nice,5/30/19,1055
Autistica - Adjustments,7,70538701,Every birthday my office buys me cake but I don't eat cake,I was praised by my coworkers but not my manager,What has really helped is: Extra time meeting with managers,I watched a film about: a mathematic genius,Nope,5/30/19,1056
Autistica - Adjustments,7,89804580,Not sure what to say,I was successful in factoring in enough time to arrive at meetings without feeling flushed,Here are some things that have helped Work away from fire doors (which slam shut),I saw a story about a: excellent autistic creativity,I can’t think of any right now,5/30/19,1057
Autistica - Adjustments,7,17191527,I don’t like cookies but my team keeps celebrating cookies,I have more confidence in meetings,I've not had much success asking for the following: Minimising public-facing responsibilities,I read a newspaper article about: low income and employment for autistic people,Not sure what to say,5/30/19,1058
Autistica - Adjustments,7,12248148,I was distracted by the patterns on the walls of my office but no one understands why they are distracting for me,I was successufl in extending my contract,Here are some things that have helped Ear plugs,I watched a film about: excellent autistic creativity,I'm finding this app sort of helpful,5/30/19,1059
Autistica - Adjustments,7,14567809,Communication is not happening the way I have requested,It's so frustrating because I feel that I am close to success but it never really happens,Some things which I have tried are: Minimising phone-call meetings,I read a newspaper article about: bad parenting,I would like to upgrade this app,5/30/19,1060
Autistica - Adjustments,7,53779464,Every birthday my office buys me cake but I don't eat cake,My typing speed has increased a lot,I have tried the following: Small desk lap (since main lamp to bright),I watched a film about: a mathematic genius,I think there should be better pathways to requesting adjustments,5/30/19,1061
Autistica - Adjustments,7,97777931,We had an overnight hackathon and there were not enough vegan options,I use dmy noise cancelling headphones really well,I have requested this: Longer time to familiarise with new routine when there are changes,I read a newspaper article about: a cyber hacker,Nope,5/30/19,1062
Autistica - Adjustments,7,99713717,We always have misunderstandings in communication but despite trying to adjust for my manager I do not feel they are really adjusting for me. ,I feel really depressed that I have only been told that I have failed,I have tried the following: More patience and flexibility from colleagues regarding misunderstandings.,I watched a film about: difficulty in switching between tasks,Not sure what to say,5/30/19,1063
Autistica - Adjustments,7,93466703,I was distracted by the patterns on the walls of my office but no one understands why they are distracting for me,My typing speed has increased a lot,Some things which I have tried are: More time for tasks,I watched a film about: bad parenting,Nope,5/30/19,1064
Autistica - Adjustments,7,37419497,I had to do training on fire and safety even though I completed three months ago,I managed my anxiety before a big presentation better,Examples of good adjustments include: Advanced notice of changes,I read a newspaper article about: superior focus,Visualisations are nice,5/30/19,1065
Autistica - Adjustments,7,35358065,I'm always asked to shake hands of clients but I don’t like to touch other people,I worked in the quite room and that was very productive,I would like to have more of: Allocated parking space,I watched a film about: bad parenting,Really enjoying this app,5/30/19,1066
Autistica - Adjustments,7,86131995,We always have misunderstandings in communication but despite trying to adjust for my manager I do not feel they are really adjusting for me. ,I have felt less depressed,I have requested this: Flexible deadlines,I saw a story about a: superior focus,Visualisations are nice,5/30/19,1067
Autistica - Adjustments,7,57180656,I'm always asked to shake hands of clients but I don’t like to touch other people,Not many successes to report unfortunately ,Examples of good adjustments include: Working near familiar and understanding colleagues,I saw a story about a: a mathematic genius,Nope,5/30/19,1068
Autistica - Adjustments,7,62929404,I've asked my co-workers not to wear so much perfume and it makes me feel queasy but they have refused,I worked in the quite room and that was very productive,I have tried the following: More patience and flexibility from colleagues regarding misunderstandings.,My friend told me about another friend who said that:  bad parenting,Really enjoying this app,5/30/19,1069
Autistica - Adjustments,7,30901982,My manager sucks,I haven’t had any success,I've not had much success asking for the following: Flexibility to wear comfortable clothing,I read a newspaper article about: a cyber hacker,I can’t think of any right now,5/30/19,1070
Autistica - Adjustments,7,93085379,I asked for instructions to be written down but they are still provided verbally,My typing speed has increased a lot,Here are some things that have helped Blue screen filter for computer screen,My friend told me about another friend who said that:  excellent autistic creativity,I think there should be better pathways to requesting adjustments,5/30/19,1071
Autistica - Adjustments,7,77431644,I asked for deadlines but I was not given them. ,It's so frustrating because I feel that I am close to success but it never really happens,What has really helped is: Ergonomic chair,I read a newspaper article about: a mathematic genius,Nope,5/30/19,1072
Autistica - Adjustments,7,67013133,My manager often criticises me,I had a meeting with my boss to change the lighting and it was changed,Here are some things that have helped Small desk lap (since main lamp to bright),I saw a story about a: bad parenting,Really enjoying this app,5/30/19,1073
Autistica - Adjustments,7,13838301,My manager often criticises me,I managed my anxiety before a big presentation better,What has really helped is: Reduced overnight stays,I read a newspaper article about: difficulty in switching between tasks,I think there should be better pathways to requesting adjustments,5/30/19,1074
Autistica - Adjustments,7,66718298,I asked not to be moved to another team but this was rejected,I was able to use text instead of speech to interact in the meeting,Some things which I have tried are: Designated quiet space,I read a newspaper article about: a cyber hacker,I think there should be more research in to employment opportunities,5/30/19,1075
Autistica - Adjustments,7,24641611,Not sure what to say,I have felt less depressed,I have tried the following: A team culture of quieter lunchtime conversations,I read a newspaper article about: a mathematic genius,I think there has been enough research on younger populations,5/30/19,1076
Autistica - Adjustments,7,67388864,Sometime people misread my facial expressions,I worked in the quite room and that was very productive,I've not had much success asking for the following: Flexible deadlines,I saw a story about a: superior focus,I think there should be better pathways to requesting adjustments,5/30/19,1077
Autistica - Adjustments,7,25055544,I asked for instructions to be written down but they are still provided verbally,I managed my anxiety before a big presentation better,I have requested this: Written communication preference over verbal communication,I saw a story about a: difficulty in switching between tasks,Not sure what to say,5/30/19,1078
Autistica - Adjustments,7,24503298,I've asked my co-workers not to wear so much perfume and it makes me feel queasy but they have refused,I use dmy noise cancelling headphones really well,What has really helped is: Offering the option to refuse taking on more work (since some employees find it very difficult to say no),My friend told me about another friend who said that:  a mathematic genius,Really enjoying this app,5/30/19,1079
Autistica - Adjustments,7,43928283,My manager often criticises me,I managed my anxiety before a big presentation better,What has really helped is: Ergonomic wrist rest and keyboard.,My friend told me about another friend who said that:  difficulty in switching between tasks,I think there should be more research in to employment opportunities,5/30/19,1080
Autistica - Adjustments,7,19630284,"I think there could be better communication, when I get instructions verbally I am overwhelmed",I was able to network well this week which I usually struggle with,I have tried the following: Ergonomic chair,I read a newspaper article about: a mathematic genius,I'm finding this app sort of helpful,5/30/19,1081
Autistica - Adjustments,7,87042105,Not sure what to say,It's so frustrating because I feel that I am close to success but it never really happens,I have tried the following: Designated quiet space,I saw a story about a: difficulty in switching between tasks,Not sure what to say,5/30/19,1082
Autistica - Adjustments,7,71593024,I asked for instructions to be written down but they are still provided verbally,I taught my coworkers to use this app,Here are some things that have helped A team culture of quieter lunchtime conversations,I watched a film about: difficulty in switching between tasks,I'm finding this app sort of helpful,5/30/19,1083
Autistica - Adjustments,7,31866214,I wasn't sure what to wear to a social event but in the end my chicken costume was perfect for the clients,I have more confidence in meetings,I've not had much success asking for the following: Avoiding negative language in the workplace (e.g. autism as a tragedy).,I watched a film about: difficulty in switching between tasks,I think there should be more research in to employment opportunities,5/30/19,1084
Autistica - Adjustments,7,97162166,I wasn't sure what to wear to a social event but in the end my chicken costume was perfect for the clients,I have felt less depressed,I have tried the following: Allocated desk (i.e. in otherwise hot-desking environment),I saw a story about a: a cyber hacker,I think there should be better pathways to requesting adjustments,5/30/19,1085
Autistica - Adjustments,7,41273901,Every birthday my office buys me cake but I don't eat cake,I was successful in meeting my deadlines,I would like to have more of: Online accessible resources about getting up to speed in a new role,I read a newspaper article about: difficulty in switching between tasks,I would like to upgrade this app,5/30/19,1086
Autistica - Adjustments,7,43440948,I wasn't sure what to wear to a social event but in the end my chicken costume was perfect for the clients,It's so frustrating because I feel that I am close to success but it never really happens,I have requested this: Extra time meeting with managers,I saw a story about a: difficulty in switching between tasks,I can’t think of any right now,5/30/19,1087
Autistica - Adjustments,7,77705205,Sometime people misread my facial expressions,I was able to use text instead of speech to interact in the meeting,I have requested this: Ability to control temperature,I watched a film about: bad parenting,I think there has been enough research on younger populations,5/30/19,1088
Autistica - Adjustments,7,58358243,I don’t like socialising but it is compulsory to network as part of my job,I was successful in meeting my deadlines,I have requested this: Avoiding negative language in the workplace (e.g. autism as a tragedy).,My friend told me about another friend who said that:  a mathematic genius,I would like to upgrade this app,5/30/19,1089
Autistica - Adjustments,7,47815963,I'm always asked to shake hands of clients but I don’t like to touch other people,It's so frustrating because I feel that I am close to success but it never really happens,I've not had much success asking for the following: Small desk lap (since main lamp to bright),I read a newspaper article about: a mathematic genius,I would like to upgrade this app,5/30/19,1090
Autistica - Adjustments,7,69828639,I don’t like socialising but it is compulsory to network as part of my job,I was successufl in extending my contract,I have tried the following: Avoiding unnecessary metaphorical and idiomatic language.,My friend told me about another friend who said that:  excellent autistic creativity,I think there has been enough research on younger populations,5/30/19,1091
Autistica - Adjustments,7,38868666,I'm really sensitive to noise and asked to be seated away from the kitchen but this was refused,I was successful in meeting my deadlines,I would like to have more of: Ensuring all team members understand and respect adjustments in absence of manager,My friend told me about another friend who said that:  superior focus,Visualisations are nice,5/30/19,1092
Autistica - Adjustments,7,72888018,Not sure what to say,I have successfully managed a team to complete a project,Some things which I have tried are: Ear defenders,I watched a film about: bad parenting,I can’t think of any right now,5/30/19,1093
Autistica - Adjustments,7,43522829,I asked for deadlines but I was not given them. ,I have reduced the arguments I have with people,"Here are some things that have helped Maintain consistent job roles, patters and working partners",I saw a story about a: superior focus,I can’t think of any right now,5/30/19,1094
Autistica - Adjustments,7,41811454,I asked for instructions to be written down but they are still provided verbally,Not many successes to report unfortunately ,I would like to have more of: Minimising public-facing responsibilities,I watched a film about: bad parenting,I can’t think of any right now,5/30/19,1095
Autistica - Adjustments,7,40690745,I wasn't sure what to wear to a social event but in the end my chicken costume was perfect for the clients,I use dmy noise cancelling headphones really well,I've not had much success asking for the following: Visual partitions of workspace (i.e. to minimise distraction and sound),I watched a film about: excellent autistic creativity,I think there should be more research in to employment opportunities,5/30/19,1096
Autistica - Adjustments,7,25057429,I wasn't sure what to wear to a social event but in the end my chicken costume was perfect for the clients,I worked in the quite room and that was very productive,I have tried the following: Working near familiar and understanding colleagues,I saw a story about a: superior focus,Visualisations are nice,5/30/19,1097
Autistica - Adjustments,7,39249976,Sometime people misread my facial expressions,I have more confidence in meetings,I have requested this: Written questions for job interviews and circulated ahead of time,I saw a story about a: bad parenting,I would like to upgrade this app,5/30/19,1098
Autistica - Adjustments,7,63410382,I was reallocated a new desk even though I liked my old desk,I have more confidence in meetings,What has really helped is: Changing to part time work,I read a newspaper article about: excellent autistic creativity,I would like to upgrade this app,5/30/19,1099
Autistica - Adjustments,7,61657100,I asked not to be moved to another team but this was rejected,I use dmy noise cancelling headphones really well,Here are some things that have helped Longer time to familiarise with new routine when there are changes,I watched a film about: difficulty in switching between tasks,Not sure what to say,5/30/19,1100
Autistica - Adjustments,7,22222222,I don’t like socialising but it is compulsory to network as part of my job,I have felt less depressed,What has really helped is: Flexibility to eat lunch separately from colleagues,I watched a film about: superior focus,I'm finding this app sort of helpful,6/1/19,1101
Autistica - Adjustments,7,11111111,I love my manager's work ethic because they get the best out of me but I don’t like to be made the centre of attention when I am successful,My typing speed has increased a lot,I have requested this: Longer time to familiarise with new routine when there are changes,I read a newspaper article about: bad parenting,I can’t think of any right now,6/1/19,1102
Autistica - Adjustments,7,12077101,I don’t like socialising but it is compulsory to network as part of my job,I have reduced the arguments I have with people,I would like to have more of: Software to improve accessibility (e.g. screen reader),I read a newspaper article about: superior focus,Nope,6/1/19,1103
Autistica - Adjustments,7,38961843,Communication is not happening the way I have requested,I was successful in meeting my deadlines,I would like to have more of: Flexibility to eat lunch separately from colleagues,I read a newspaper article about: bad parenting,I can’t think of any right now,6/1/19,1104
Autistica - Adjustments,7,67611589,I'm always asked to shake hands of clients but I don’t like to touch other people,I changed the way I work and it has led to more prodcutivity,I have requested this: Flexi-time to avoid commuting in rush hour,I read a newspaper article about: bad parenting,I think there should be more research in to employment opportunities,6/1/19,1105
Autistica - Adjustments,7,32500162,I wasn't sure what to wear to a social event but in the end my chicken costume was perfect for the clients,I haven’t had any success,I have requested this: Set hours for responding to emails,I saw a story about a: difficulty in switching between tasks,Visualisations are nice,6/1/19,1106
Autistica - Adjustments,7,90705766,"I think there could be better communication, when I get instructions verbally I am overwhelmed",I enjoyed my work this week,I have tried the following: Ear defenders,I saw a story about a: low income and employment for autistic people,I would like to upgrade this app,6/1/19,1107
Autistica - Adjustments,7,46465154,I don’t like socialising but it is compulsory to network as part of my job,I feel really depressed that I have only been told that I have failed,I have tried the following: Colleagues refrain from wearing strong perfumes if asked,I watched a film about: difficulty in switching between tasks,Visualisations are nice,6/1/19,1108
Autistica - Adjustments,7,36480781,"Communciation styles are where there are misunderstnadings. I am an introvert, they are an extrovert",I have been told that I have had a successful week but I really don’t understand why. It would be helpful if people told me about why so that I could replicate it,Here are some things that have helped Consistent job duties,I read a newspaper article about: excellent autistic creativity,Nope,6/1/19,1109
Autistica - Adjustments,7,86004302,We had an overnight hackathon and there were not enough vegan options,I enjoyed my work this week,What has really helped is: More patience and flexibility from colleagues regarding misunderstandings.,I saw a story about a: low income and employment for autistic people,I think there has been enough research on younger populations,6/1/19,1110
Autistica - Adjustments,7,74046800,I don’t like socialising but it is compulsory to network as part of my job,I haven’t had any success,Some things which I have tried are: Extra breaks to manage cognitive overload and processing speeds,My friend told me about another friend who said that:  excellent autistic creativity,I think there has been enough research on younger populations,6/1/19,1111
Autistica - Adjustments,7,67512682,"I think there could be better communication, when I get instructions verbally I am overwhelmed",I feel really depressed that I have only been told that I have failed,I've not had much success asking for the following: Consistent job duties,My friend told me about another friend who said that:  excellent autistic creativity,I'm finding this app sort of helpful,6/1/19,1112
Autistica - Adjustments,7,87436666,I was distracted by the patterns on the walls of my office but no one understands why they are distracting for me,I was able to use text instead of speech to interact in the meeting,I would like to have more of: Changing to part time work,My friend told me about another friend who said that:  low income and employment for autistic people,I can’t think of any right now,6/1/19,1113
Autistica - Adjustments,7,28755653,"I think there could be better communication, when I get instructions verbally I am overwhelmed",I use dmy noise cancelling headphones really well,Examples of good adjustments include: Tinted glasses (to minimise overpowering lights),I read a newspaper article about: a cyber hacker,Not sure what to say,6/1/19,1114
Autistica - Adjustments,7,66722819,My manager sucks,I have more confidence in meetings,I have requested this: Repositioning of desk (e.g. in corner to avoid being startled),My friend told me about another friend who said that:  excellent autistic creativity,I think there should be more research in to employment opportunities,6/1/19,1115
Autistica - Adjustments,7,65438804,I was distracted by the patterns on the walls of my office but no one understands why they are distracting for me,I was successufl in extending my contract,Examples of good adjustments include: Advanced notice of changes,I saw a story about a: difficulty in switching between tasks,I'm finding this app sort of helpful,6/1/19,1116
Autistica - Adjustments,7,15938146,I love my manager's work ethic because they get the best out of me but I don’t like to be made the centre of attention when I am successful,I feel really depressed that I have only been told that I have failed,Some things which I have tried are: Laptop stand (neck and back support),I read a newspaper article about: low income and employment for autistic people,I think there should be more research in to employment opportunities,6/1/19,1117
Autistica - Adjustments,7,37603401,Sometime people misread my facial expressions,I have successfully managed a team to complete a project,Here are some things that have helped Communication devices (e.g. a slider on desk to indicate when working from home).,I watched a film about: low income and employment for autistic people,Really enjoying this app,6/1/19,1118
Autistica - Adjustments,7,23337145,I don’t like cookies but my team keeps celebrating cookies,I had a meeting with my boss to change the lighting and it was changed,Some things which I have tried are: Desk fan,My friend told me about another friend who said that:  a cyber hacker,Nope,6/1/19,1119
Autistica - Adjustments,7,99599196,Sometime people misread my facial expressions,I feel really depressed that I have only been told that I have failed,Some things which I have tried are: A team culture of quieter lunchtime conversations,My friend told me about another friend who said that:  bad parenting,I can’t think of any right now,6/1/19,1120
Autistica - Adjustments,7,25718877,My manager often criticises me,I was successful in meeting my deadlines,Examples of good adjustments include: Remote working option,I read a newspaper article about: superior focus,I would like to upgrade this app,6/1/19,1121
Autistica - Adjustments,7,97909632,My manager often criticises me,I was able to network well this week which I usually struggle with,I have requested this: Written questions for job interviews and circulated ahead of time,I read a newspaper article about: low income and employment for autistic people,I can’t think of any right now,6/1/19,1122
Autistica - Adjustments,7,40268226,Communication is not happening the way I have requested,Not many successes to report unfortunately ,Examples of good adjustments include: Specifying clear action points in emails so that recipients understand what is being asked of them,I read a newspaper article about: a cyber hacker,I would like to upgrade this app,6/1/19,1123
Autistica - Adjustments,7,63985686,Really not a fan of the strip lighting being used but everyone keeps turning the lights on after I have turned it off,I haven’t had any success,Some things which I have tried are: Minimising public-facing responsibilities,My friend told me about another friend who said that:  a cyber hacker,I can’t think of any right now,6/1/19,1124
Autistica - Adjustments,7,63237915,I'm always asked to shake hands of clients but I don’t like to touch other people,I was successful in meeting my deadlines,I have tried the following: Access to senior mentoring,I watched a film about: excellent autistic creativity,I'm finding this app sort of helpful,6/1/19,1125
